Algorithm,Seed,BestDistance,RuntimeSeconds,FitnessEvaluations,NumberVehicles,BestRoutes
ACO,28,1097.2784493275915,103.79899510019459,50000,8,"[[0, 18, 4, 43, 14, 20, 40, 0], [0, 24, 26, 10, 34, 8, 39, 31, 46, 0], [0, 27, 9, 45, 2, 49, 0], [0, 44, 21, 29, 11, 42, 25, 5, 0], [0, 16, 41, 23, 33, 47, 19, 0], [0, 3, 17, 48, 28, 22, 50, 32, 0], [0, 13, 1, 36, 15, 38, 35, 6, 12, 0], [0, 37, 30, 7, 0]]"
ACO,29,1075.5928694627355,103.18537039984949,50000,8,"[[0, 46, 3, 22, 28, 48, 17, 32, 6, 35, 0], [0, 27, 9, 45, 2, 49, 0], [0, 44, 12, 50, 38, 15, 36, 1, 0], [0, 24, 26, 8, 39, 31, 18, 34, 0], [0, 16, 41, 23, 33, 47, 19, 0], [0, 13, 5, 25, 42, 11, 29, 21, 0], [0, 40, 20, 7, 14, 43, 4, 0], [0, 10, 37, 30, 0]]"
PSO,0,1784.4882742037526,5.683994600083679,50000,8,"[[0, 9, 27, 13, 21, 0], [0, 37, 19, 47, 6, 15, 1, 36, 11, 0], [0, 5, 4, 22, 28, 48, 32, 0], [0, 25, 29, 38, 35, 12, 46, 50, 44, 0], [0, 42, 2, 23, 16, 40, 26, 0], [0, 31, 14, 20, 49, 41, 45, 0], [0, 8, 39, 18, 10, 30, 43, 0], [0, 24, 17, 3, 34, 7, 33, 0]]"
PSO,1,1676.029935489676,5.240486500086263,50000,8,"[[0, 9, 2, 47, 45, 19, 0], [0, 37, 17, 32, 21, 18, 0], [0, 5, 23, 41, 34, 50, 6, 24, 0], [0, 13, 1, 36, 15, 38, 35, 48, 28, 0], [0, 20, 40, 14, 10, 33, 42, 11, 0], [0, 30, 4, 8, 26, 27, 0], [0, 39, 31, 22, 3, 46, 12, 29, 44, 0], [0, 16, 7, 43, 49, 25, 0]]"
PSO,2,1866.6931341209372,5.40083279996179,50000,8,"[[0, 10, 43, 9, 47, 17, 28, 29, 0], [0, 6, 35, 36, 42, 5, 25, 49, 0], [0, 12, 31, 18, 4, 37, 0], [0, 33, 19, 2, 13, 39, 8, 34, 0], [0, 24, 7, 41, 23, 16, 44, 0], [0, 27, 3, 48, 38, 15, 11, 50, 0], [0, 20, 14, 32, 1, 21, 0], [0, 45, 40, 30, 26, 22, 46, 0]]"
PSO,3,1461.4706781031534,5.530436800094321,50000,8,"[[0, 27, 28, 48, 32, 6, 38, 15, 0], [0, 36, 1, 42, 47, 2, 0], [0, 9, 37, 7, 4, 10, 0], [0, 40, 14, 43, 18, 8, 26, 0], [0, 39, 31, 22, 46, 50, 12, 24, 0], [0, 3, 17, 35, 21, 13, 5, 34, 0], [0, 16, 30, 20, 41, 45, 0], [0, 44, 11, 29, 19, 33, 23, 49, 25, 0]]"
PSO,4,1580.7803390020606,5.509430299978703,50000,8,"[[0, 25, 33, 23, 41, 9, 0], [0, 49, 2, 27, 7, 30, 0], [0, 32, 46, 26, 37, 40, 20, 16, 0], [0, 18, 4, 47, 19, 42, 0], [0, 39, 8, 50, 3, 28, 31, 10, 0], [0, 21, 29, 11, 1, 36, 15, 38, 13, 0], [0, 35, 6, 44, 24, 12, 34, 14, 43, 0], [0, 45, 5, 17, 48, 22, 0]]"
PSO,5,1716.4792827790966,5.88935980014503,50000,8,"[[0, 44, 24, 27, 36, 6, 32, 48, 0], [0, 5, 19, 23, 41, 42, 38, 13, 0], [0, 29, 15, 21, 12, 3, 22, 28, 17, 0], [0, 26, 39, 31, 34, 7, 40, 20, 0], [0, 46, 10, 30, 4, 18, 8, 0], [0, 33, 25, 11, 16, 37, 0], [0, 43, 14, 49, 47, 1, 35, 0], [0, 9, 2, 45, 50, 0]]"
PSO,6,1481.4051414505918,5.6698030999396,50000,8,"[[0, 4, 43, 18, 22, 48, 38, 0], [0, 13, 41, 14, 40, 20, 7, 10, 0], [0, 49, 25, 47, 33, 27, 0], [0, 37, 30, 34, 39, 31, 0], [0, 17, 32, 50, 12, 9, 0], [0, 36, 15, 35, 6, 28, 3, 46, 26, 24, 44, 0], [0, 21, 29, 1, 11, 42, 5, 0], [0, 16, 45, 19, 23, 2, 8, 0]]"
PSO,7,1826.9806664098965,5.518412200035527,50000,8,"[[0, 19, 47, 45, 42, 6, 7, 0], [0, 38, 36, 1, 21, 8, 24, 0], [0, 9, 49, 41, 14, 37, 0], [0, 13, 11, 39, 48, 32, 50, 3, 0], [0, 16, 2, 33, 23, 20, 40, 0], [0, 27, 5, 28, 22, 17, 15, 44, 0], [0, 18, 31, 12, 29, 25, 35, 46, 0], [0, 10, 30, 43, 4, 26, 34, 0]]"
PSO,8,1760.495161056889,5.497955600032583,50000,8,"[[0, 50, 24, 4, 43, 40, 7, 0], [0, 8, 39, 28, 3, 32, 12, 10, 0], [0, 20, 14, 18, 22, 48, 31, 0], [0, 1, 26, 30, 37, 16, 0], [0, 9, 33, 19, 5, 38, 6, 0], [0, 45, 49, 11, 36, 13, 17, 34, 0], [0, 44, 21, 2, 47, 23, 41, 0], [0, 46, 35, 29, 15, 27, 42, 25, 0]]"
PSO,9,1659.9253109910364,5.645547599997371,50000,8,"[[0, 39, 28, 24, 21, 15, 42, 13, 0], [0, 12, 50, 17, 48, 22, 0], [0, 27, 40, 14, 4, 37, 0], [0, 38, 26, 3, 31, 8, 18, 34, 0], [0, 44, 32, 2, 23, 41, 16, 0], [0, 7, 20, 9, 5, 29, 35, 0], [0, 45, 49, 25, 47, 19, 11, 33, 0], [0, 30, 43, 10, 46, 6, 36, 1, 0]]"
PSO,10,1581.0958263240645,5.571168700000271,50000,9,"[[0, 12, 22, 28, 18, 31, 32, 35, 0], [0, 27, 26, 46, 3, 48, 17, 44, 0], [0, 30, 14, 10, 19, 25, 0], [0, 9, 11, 6, 38, 36, 1, 15, 29, 0], [0, 45, 49, 5, 42, 21, 0], [0, 13, 2, 47, 33, 23, 0], [0, 37, 24, 4, 43, 7, 40, 0], [0, 39, 8, 34, 16, 20, 41, 0], [0, 50, 0]]"
PSO,11,1852.4416135189745,5.333953600144014,50000,8,"[[0, 2, 47, 42, 39, 8, 0], [0, 27, 20, 19, 13, 15, 1, 11, 35, 6, 0], [0, 50, 22, 3, 24, 5, 25, 0], [0, 45, 33, 7, 29, 17, 46, 44, 0], [0, 30, 4, 43, 14, 40, 34, 0], [0, 36, 38, 12, 48, 26, 18, 0], [0, 41, 23, 21, 32, 31, 28, 0], [0, 9, 49, 10, 37, 16, 0]]"
PSO,12,1544.0372127997477,5.384029199834913,50000,8,"[[0, 1, 47, 45, 33, 27, 0], [0, 8, 26, 10, 14, 43, 37, 0], [0, 50, 31, 41, 49, 42, 13, 0], [0, 44, 4, 18, 39, 32, 6, 38, 0], [0, 12, 46, 3, 22, 28, 48, 17, 0], [0, 34, 30, 7, 40, 20, 16, 0], [0, 9, 23, 2, 19, 5, 24, 0], [0, 21, 35, 29, 15, 36, 11, 25, 0]]"
PSO,13,1560.4387997811255,5.564172700047493,50000,8,"[[0, 44, 13, 7, 45, 33, 47, 11, 0], [0, 27, 10, 30, 41, 23, 49, 0], [0, 24, 3, 17, 28, 31, 39, 8, 0], [0, 18, 4, 37, 25, 12, 0], [0, 35, 32, 48, 22, 50, 46, 34, 0], [0, 40, 43, 14, 20, 2, 16, 0], [0, 5, 1, 36, 15, 38, 6, 21, 0], [0, 9, 29, 42, 19, 26, 0]]"
PSO,14,1574.743385449814,5.453450300032273,50000,9,"[[0, 1, 42, 29, 11, 45, 2, 13, 0], [0, 16, 10, 34, 4, 8, 46, 24, 0], [0, 27, 14, 40, 20, 23, 0], [0, 21, 35, 17, 48, 31, 3, 0], [0, 32, 6, 38, 15, 36, 5, 9, 0], [0, 49, 19, 47, 41, 7, 37, 0], [0, 26, 22, 28, 39, 18, 43, 0], [0, 25, 33, 30, 12, 44, 0], [0, 50, 0]]"
PSO,15,1587.9090089880758,5.36295840004459,50000,8,"[[0, 1, 36, 6, 35, 32, 29, 21, 0], [0, 12, 13, 49, 19, 33, 23, 15, 46, 0], [0, 28, 22, 48, 17, 3, 18, 26, 0], [0, 50, 11, 42, 5, 2, 41, 0], [0, 24, 30, 16, 9, 27, 0], [0, 43, 4, 8, 31, 39, 44, 0], [0, 14, 40, 7, 20, 45, 47, 0], [0, 37, 34, 10, 38, 25, 0]]"
PSO,16,1842.9337483337652,5.76307739992626,50000,8,"[[0, 50, 29, 21, 17, 39, 28, 0], [0, 12, 11, 13, 46, 5, 19, 16, 10, 0], [0, 9, 45, 41, 40, 4, 0], [0, 38, 36, 49, 47, 2, 23, 0], [0, 25, 33, 20, 7, 30, 0], [0, 37, 34, 18, 8, 22, 48, 0], [0, 35, 26, 43, 14, 6, 1, 42, 0], [0, 44, 15, 32, 31, 3, 24, 27, 0]]"
PSO,17,1733.7076054917982,5.599914999911562,50000,8,"[[0, 40, 14, 33, 41, 19, 49, 12, 0], [0, 27, 13, 36, 11, 5, 45, 0], [0, 42, 1, 15, 29, 21, 3, 18, 0], [0, 34, 39, 31, 35, 38, 6, 32, 28, 0], [0, 44, 50, 4, 7, 20, 0], [0, 30, 43, 26, 8, 22, 48, 46, 0], [0, 23, 47, 2, 25, 9, 0], [0, 16, 37, 17, 24, 10, 0]]"
PSO,18,1864.2254688670228,5.556399199878797,50000,8,"[[0, 24, 21, 35, 38, 19, 49, 6, 32, 46, 0], [0, 50, 13, 29, 15, 22, 28, 36, 0], [0, 37, 33, 41, 43, 34, 0], [0, 27, 14, 26, 8, 39, 0], [0, 48, 3, 31, 7, 9, 25, 0], [0, 10, 18, 4, 40, 20, 23, 0], [0, 30, 47, 45, 16, 2, 0], [0, 1, 11, 42, 5, 44, 17, 12, 0]]"
PSO,19,1656.1598879178284,5.6086567000020295,50000,8,"[[0, 25, 33, 36, 15, 38, 29, 11, 5, 0], [0, 45, 47, 19, 42, 16, 0], [0, 26, 10, 7, 43, 8, 39, 0], [0, 37, 13, 50, 6, 35, 32, 17, 0], [0, 31, 22, 1, 49, 9, 27, 0], [0, 2, 23, 41, 4, 18, 46, 0], [0, 30, 20, 40, 14, 24, 21, 0], [0, 44, 3, 34, 28, 48, 12, 0]]"
PSO,20,1732.0351521823081,5.556522599887103,50000,9,"[[0, 41, 33, 42, 11, 32, 38, 0], [0, 2, 18, 4, 40, 9, 0], [0, 34, 8, 31, 22, 48, 35, 29, 44, 0], [0, 12, 24, 23, 45, 27, 0], [0, 43, 7, 20, 47, 49, 25, 0], [0, 5, 36, 1, 17, 28, 3, 46, 13, 0], [0, 21, 15, 6, 50, 39, 26, 0], [0, 37, 16, 30, 14, 19, 0], [0, 10, 0]]"
PSO,21,1450.5826697616187,5.432053700089455,50000,8,"[[0, 10, 4, 40, 7, 14, 16, 0], [0, 5, 11, 42, 25, 19, 33, 49, 0], [0, 48, 35, 29, 36, 15, 38, 1, 13, 0], [0, 2, 43, 18, 8, 34, 24, 0], [0, 31, 3, 17, 32, 50, 12, 6, 0], [0, 46, 22, 28, 39, 26, 37, 44, 0], [0, 30, 20, 41, 23, 45, 0], [0, 9, 47, 27, 21, 0]]"
PSO,22,1650.5919351440239,5.50143549987115,50000,9,"[[0, 48, 34, 4, 39, 6, 0], [0, 27, 42, 19, 47, 13, 45, 0], [0, 26, 24, 1, 36, 29, 38, 3, 0], [0, 9, 5, 11, 44, 10, 37, 0], [0, 31, 8, 18, 7, 20, 41, 0], [0, 16, 40, 14, 43, 30, 0], [0, 23, 25, 49, 33, 2, 0], [0, 21, 15, 35, 32, 28, 22, 17, 46, 0], [0, 12, 50, 0]]"
PSO,23,1747.740567305903,5.56774380011484,50000,8,"[[0, 22, 48, 13, 44, 21, 6, 35, 15, 0], [0, 23, 43, 10, 46, 1, 11, 5, 49, 0], [0, 3, 28, 24, 27, 45, 16, 0], [0, 25, 17, 50, 12, 31, 26, 0], [0, 18, 4, 14, 40, 30, 0], [0, 9, 2, 47, 19, 33, 41, 0], [0, 42, 38, 36, 29, 32, 39, 34, 0], [0, 8, 7, 20, 37, 0]]"
PSO,24,1621.6280577799766,5.619490999961272,50000,8,"[[0, 1, 42, 33, 29, 21, 0], [0, 16, 9, 50, 32, 10, 0], [0, 40, 49, 25, 19, 2, 37, 0], [0, 30, 7, 8, 39, 46, 12, 44, 0], [0, 5, 11, 47, 23, 41, 45, 0], [0, 36, 15, 38, 31, 34, 24, 27, 0], [0, 6, 35, 17, 48, 28, 22, 3, 26, 0], [0, 14, 43, 4, 18, 20, 13, 0]]"
PSO,25,1857.1010714914753,5.458489399868995,50000,9,"[[0, 46, 49, 30, 7, 17, 50, 0], [0, 29, 37, 10, 18, 26, 0], [0, 21, 25, 19, 47, 16, 13, 0], [0, 9, 38, 32, 31, 22, 48, 0], [0, 41, 23, 1, 36, 11, 5, 0], [0, 45, 2, 33, 14, 43, 0], [0, 24, 40, 4, 34, 8, 39, 28, 6, 0], [0, 27, 44, 12, 3, 35, 15, 42, 0], [0, 20, 0]]"
PSO,26,1761.0990486434391,5.182202200172469,50000,8,"[[0, 49, 2, 47, 45, 34, 8, 0], [0, 37, 41, 40, 9, 27, 0], [0, 24, 12, 11, 5, 42, 36, 1, 0], [0, 48, 17, 44, 10, 18, 23, 0], [0, 26, 50, 46, 28, 31, 16, 0], [0, 25, 13, 29, 15, 38, 21, 3, 0], [0, 4, 43, 14, 7, 30, 0], [0, 33, 19, 20, 22, 39, 32, 6, 35, 0]]"
PSO,27,1872.2471017049868,5.656145700020716,50000,8,"[[0, 10, 26, 30, 16, 47, 0], [0, 4, 3, 46, 24, 27, 25, 5, 0], [0, 22, 28, 17, 32, 50, 35, 38, 0], [0, 13, 9, 49, 19, 7, 34, 12, 0], [0, 37, 40, 8, 15, 36, 11, 21, 0], [0, 14, 43, 18, 48, 31, 6, 0], [0, 29, 42, 23, 41, 45, 44, 0], [0, 39, 20, 2, 33, 1, 0]]"
PSO,28,1750.7611464909648,5.389562699943781,50000,8,"[[0, 50, 32, 6, 29, 15, 36, 3, 24, 0], [0, 42, 47, 23, 16, 35, 11, 0], [0, 26, 22, 28, 48, 27, 41, 40, 0], [0, 37, 45, 9, 21, 0], [0, 46, 31, 34, 18, 43, 14, 0], [0, 5, 49, 33, 19, 25, 2, 44, 0], [0, 7, 20, 13, 38, 1, 17, 12, 0], [0, 39, 10, 8, 4, 30, 0]]"
PSO,29,1658.3160911155792,5.384295099880546,50000,9,"[[0, 19, 5, 7, 45, 9, 0], [0, 37, 13, 11, 35, 15, 38, 6, 44, 0], [0, 25, 36, 29, 12, 3, 46, 24, 0], [0, 30, 43, 4, 39, 50, 0], [0, 32, 17, 48, 28, 22, 31, 8, 0], [0, 10, 16, 14, 18, 26, 0], [0, 47, 23, 41, 20, 40, 34, 0], [0, 21, 1, 2, 49, 27, 0], [0, 42, 33, 0]]"
